respid,cty,AsylumHome,IdeoScale,Female,Age,Employed,EISCED,IncomeDecile
R_8HvTWHYyPcI5Fg9,Spain,1,0,1,50,1,7,2
R_9EvCPKAr8tNcs5L,Spain,1,4,1,45,0,5,7
R_3w7yoT6182ebE8d,Spain,0,5,1,42,1,7,10
R_bxEshXnUZgNDwwd,Spain,-1,4,1,51,1,2,2
R_ePXIcj3qECQpGND,Spain,-1,5,1,50,0,3,1
R_2oBs140P6Q55lTn,Spain,-2,1,1,57,1,1,6
R_b7xpwypBpXhSptX,Spain,1,8,1,53,0,2,2
R_1R1ELzjsrypH4aN,Spain,-1,5,1,51,0,3,2
R_29PeprWTmt8kgZv,Spain,0,5,1,53,0,2,4
R_8AhOdvDIXFSBLo1,Spain,2,1,1,53,1,1,2
R_6QiwZT4nCpGPXiR,Spain,1,2,1,50,1,7,6
R_02J45MdhxWW2GMd,Spain,0,9,1,52,0,3,1
R_1G0z8kU6Z2I5ZMV,Spain,-1,1,1,52,1,1,8
R_56adpUHZadQEH1r,Spain,-1,2,1,54,0,3,2
R_8IUSDSbKLD65ZdP,Spain,-1,1,1,50,1,5,1
R_9SmFfmHGA3wSo0l,Spain,-2,5,1,57,1,2,9
R_2bGG1YrNW2Vfw0d,Spain,0,5,1,51,1,2,4
R_20rwQdj7fVk7Bnn,Spain,0,5,1,51,0,2,7
R_0wyv1QDdSxXKwrX,Spain,2,2,1,58,1,7,7
R_cUsfeLY3OTuCDch,Spain,1,7,1,51,1,7,7
R_6L3HLF42FnxgiSp,Spain,1,3,1,56,1,5,4
R_06tkVubHdrJlWgl,Spain,-1,8,1,57,0,1,8
R_2lwvYWrej2lhqrH,Spain,0,1,1,55,0,1,1
R_3QRc7oVGOMijVmB,Spain,0,4,1,52,0,7,1
